#Channel Energy Counts
3145 565.294 72783
3146 565.466 73149
3147 565.638 73325
3148 565.81 73707
3149 565.982 74041
3150 566.154 74597
3151 566.325 75956
3152 566.497 76969
3153 566.669 78530
3154 566.841 81081
3155 567.013 82891
3156 567.185 85495
3157 567.357 88292
3158 567.529 91496
3159 567.7 94077
3160 567.872 95564
3161 568.044 98131
3162 568.216 98887
3163 568.388 99515
3164 568.56 98475
3165 568.732 97918
3166 568.903 95501
3167 569.075 93108
3168 569.247 89776
3169 569.419 86246
3170 569.591 83575
3171 569.763 80669
3172 569.935 77401
3173 570.106 75742
3174 570.278 73329
3175 570.45 72286
3176 570.622 70432
3177 570.794 69324
3178 570.966 68814
3179 571.138 68088
3180 571.309 67491
3181 571.481 67040
3182 571.653 66950
3183 571.825 66881
3184 571.997 66569
3185 572.169 66470
3186 572.341 65894
3187 572.513 66353
3188 572.684 65588
3189 572.856 66080
3190 573.028 66261
3191 573.2 66428
3192 573.372 66296
3193 573.544 66367
3194 573.716 66314
3195 573.887 65949
3196 574.059 65903
3197 574.231 65615
3198 574.403 65246
3199 574.575 65888
3200 574.747 65139
3201 574.919 64677
3202 575.09 64452
3203 575.262 64769
3204 575.434 64452
3205 575.606 64421
3206 575.778 64377
3207 575.95 64004
3208 576.122 63703
3209 576.294 64030
3210 576.465 63776
3211 576.637 63445
3212 576.809 63882
3213 576.981 63705
3214 577.153 63278
3215 577.325 63339
3216 577.497 63666
3217 577.668 63621
3218 577.84 63437
3219 578.012 63401
3220 578.184 63903
3221 578.356 63473
3222 578.528 63465
3223 578.7 63592
3224 578.871 63271
3225 579.043 63349
3226 579.215 63460
3227 579.387 63511
3228 579.559 63220
3229 579.731 63145
3230 579.903 62999
3231 580.074 63197
3232 580.246 63285
3233 580.418 63301
3234 580.59 63315
3235 580.762 62869
3236 580.934 62839
3237 581.106 62929
3238 581.278 63290
3239 581.449 62625
3240 581.621 62638
3241 581.793 63110
3242 581.965 62878
3243 582.137 62371
3244 582.309 63037
3245 582.481 63004
3246 582.652 63010
3247 582.824 62721
3248 582.996 62918
3249 583.168 63311
3250 583.34 63074
3251 583.512 62938
3252 583.684 62957
3253 583.855 62856
3254 584.027 62725
3255 584.199 62848
3256 584.371 62565
3257 584.543 62998
3258 584.715 63017
3259 584.887 62194
3260 585.058 62703
3261 585.23 62920
3262 585.402 62748
3263 585.574 62531
3264 585.746 62903
3265 585.918 62524
3266 586.09 62221
3267 586.262 62227
3268 586.433 62271
3269 586.605 62437
3270 586.777 62393
3271 586.949 62143
3272 587.121 62199
3273 587.293 63023
3274 587.465 61940
3275 587.636 62460
3276 587.808 62310
3277 587.98 62203
3278 588.152 62252
3279 588.324 62482
3280 588.496 62611
3281 588.668 61942
3282 588.839 62758
3283 589.011 62083
3284 589.183 62424
3285 589.355 62410
3286 589.527 62549
3287 589.699 63269
3288 589.871 62690
3289 590.043 63097
3290 590.214 62271
3291 590.386 62560
3292 590.558 62910
3293 590.73 63029
3294 590.902 63111
3295 591.074 63606
3296 591.246 63175
3297 591.417 63243
3298 591.589 63296
3299 591.761 62973
3300 591.933 62849
3301 592.105 62686
3302 592.277 63136
3303 592.449 62894
3304 592.62 62676
3305 592.792 62143
3306 592.964 62601
3307 593.136 62207
3308 593.308 62170
3309 593.48 62039
3310 593.652 61304
3311 593.823 61846
3312 593.995 61721
3313 594.167 62024
3314 594.339 61207
3315 594.511 61710
3316 594.683 61735
3317 594.855 62092
3318 595.027 61598
3319 595.198 62346
3320 595.37 61716
3321 595.542 62137
3322 595.714 61544
3323 595.886 62017
3324 596.058 62428
3325 596.23 62629
3326 596.401 62837
3327 596.573 62183
3328 596.745 62212
3329 596.917 62641
3330 597.089 62209
3331 597.261 62071
3332 597.433 62579
3333 597.604 62192
3334 597.776 62184
3335 597.948 61731
3336 598.12 61963
3337 598.292 62210
3338 598.464 61160
3339 598.636 61720
3340 598.807 62047
3341 598.979 61619
3342 599.151 61523
3343 599.323 61495
3344 599.495 61686
3345 599.667 61019
3346 599.839 61161
3347 600.011 61239
3348 600.182 61152
3349 600.354 60864
3350 600.526 61285
3351 600.698 60646
3352 600.87 61246
3353 601.042 60720
3354 601.214 61329
3355 601.385 60513
3356 601.557 61253
3357 601.729 61057
3358 601.901 61149
3359 602.073 60639
3360 602.245 60958
3361 602.417 60829
3362 602.589 61098
3363 602.76 61410
3364 602.932 61229
3365 603.104 60899
3366 603.276 61246
3367 603.448 61127
3368 603.62 60757
3369 603.792 60878
3370 603.963 61043
3371 604.135 60580
3372 604.307 60751
3373 604.479 60264
3374 604.651 60802
3375 604.823 60541
3376 604.995 61062
3377 605.166 60969
3378 605.338 60427
3379 605.51 60650
3380 605.682 60862
3381 605.854 61127
3382 606.026 61097
3383 606.198 59862
3384 606.37 60644
3385 606.541 60713
3386 606.713 60721
3387 606.885 60425
3388 607.057 60691
3389 607.229 60537
3390 607.401 60369
3391 607.573 60734
3392 607.744 60465
3393 607.916 60465
3394 608.088 60521
3395 608.26 60719
3396 608.432 60621
3397 608.604 60425
3398 608.776 60242
3399 608.947 60466
3400 609.119 61022
3401 609.291 60629
3402 609.463 60486
3403 609.635 60366
3404 609.807 60134
3405 609.979 60642
3406 610.15 60390
3407 610.322 61025
3408 610.494 60407
3409 610.666 60147
3410 610.838 60706
3411 611.01 60428
3412 611.182 60206
3413 611.354 60588
3414 611.525 60037
3415 611.697 60325
3416 611.869 60586
3417 612.041 60337
3418 612.213 61106
3419 612.385 60690
3420 612.557 60466
3421 612.728 60243
3422 612.9 60592
3423 613.072 60307
3424 613.244 60381
3425 613.416 60274
3426 613.588 60249
3427 613.76 60086
3428 613.931 60860
3429 614.103 60670
3430 614.275 60286
3431 614.447 60485
3432 614.619 60287
3433 614.791 60205
3434 614.963 60203
3435 615.134 59940
3436 615.306 60488
3437 615.478 60430
3438 615.65 60520
3439 615.822 60117
3440 615.994 60046
3441 616.166 60150
3442 616.338 60201
3443 616.509 60391
3444 616.681 60230
3445 616.853 60310
3446 617.025 59821
3447 617.197 60120
3448 617.369 60109
3449 617.541 60345
3450 617.712 59645
3451 617.884 60332
3452 618.056 59944
3453 618.228 60424
3454 618.4 60303
3455 618.572 60303
3456 618.744 60200
3457 618.915 59788
3458 619.087 60170
3459 619.259 60396
3460 619.431 59970
3461 619.603 60149
3462 619.775 60055
3463 619.947 59875
3464 620.119 60067
3465 620.29 60232
3466 620.462 60058
3467 620.634 60473
3468 620.806 60111
3469 620.978 60318
3470 621.15 60314
3471 621.322 60519
3472 621.493 60706
3473 621.665 60205
3474 621.837 59999
3475 622.009 60023
3476 622.181 60197
3477 622.353 60035
3478 622.525 60306
3479 622.696 59368
3480 622.868 60146
3481 623.04 60194
3482 623.212 60439
3483 623.384 60141
3484 623.556 59705
3485 623.728 60048
3486 623.899 59995
3487 624.071 60350
3488 624.243 60379
3489 624.415 60654
3490 624.587 60460
3491 624.759 60414
3492 624.931 59843
3493 625.103 60729
3494 625.274 60723
3495 625.446 59670
3496 625.618 60610
3497 625.79 59949
3498 625.962 60290
3499 626.134 60234
3500 626.306 60275
3501 626.477 59534
3502 626.649 59837
3503 626.821 59740
3504 626.993 59548
3505 627.165 60179
3506 627.337 59683
3507 627.509 60294
3508 627.68 60688
3509 627.852 60360
3510 628.024 60108
3511 628.196 60087
3512 628.368 59556
3513 628.54 60254
3514 628.712 59921
3515 628.884 60010
3516 629.055 59409
3517 629.227 59751
3518 629.399 59828
3519 629.571 59737
3520 629.743 60037
3521 629.915 59899
3522 630.087 59644
3523 630.258 59629
3524 630.43 60112
3525 630.602 60090
3526 630.774 59869
3527 630.946 59337
3528 631.118 59705
3529 631.29 60084
3530 631.461 60072
3531 631.633 59794
3532 631.805 59849
3533 631.977 59594
3534 632.149 59368
3535 632.321 59717
3536 632.493 59587
3537 632.664 59547
3538 632.836 59922
3539 633.008 60358
3540 633.18 60114
3541 633.352 59991
3542 633.524 59890
3543 633.696 60456
3544 633.868 60315
3545 634.039 60576
3546 634.211 61009
3547 634.383 61780
3548 634.555 61983
3549 634.727 62700
3550 634.899 62769
3551 635.071 64096
3552 635.242 64796
3553 635.414 65871
3554 635.586 66530
3555 635.758 66961
3556 635.93 67174
3557 636.102 67446
3558 636.274 67929
3559 636.445 67951
3560 636.617 68139
3561 636.789 66455
3562 636.961 66239
3563 637.133 65176
3564 637.305 64710
3565 637.477 64004
3566 637.648 63052
3567 637.82 62599
3568 637.992 61801
3569 638.164 61792
3570 638.336 61055
3571 638.508 60509
3572 638.68 60139
3573 638.852 59546
3574 639.023 60047
3575 639.195 60522
3576 639.367 60088
3577 639.539 59290
3578 639.711 59971
3579 639.883 60504
3580 640.055 59713
3581 640.226 60068
3582 640.398 59976
3583 640.57 59807
3584 640.742 59940
3585 640.914 59938
3586 641.086 59426
3587 641.258 59683
3588 641.43 59481
3589 641.601 59335
3590 641.773 59899
3591 641.945 59796
3592 642.117 59757
3593 642.289 59473
3594 642.461 59294
3595 642.633 59654
3596 642.804 59558
3597 642.976 59309
3598 643.148 59659
3599 643.32 59822
3600 643.492 60044
3601 643.664 59712
3602 643.836 59640
3603 644.007 59928
3604 644.179 59948
3605 644.351 59767
3606 644.523 59979
3607 644.695 59606
3608 644.867 59654
3609 645.039 59666
3610 645.211 59269
3611 645.382 58843
3612 645.554 59252
3613 645.726 59081
3614 645.898 59089
3615 646.07 59102
3616 646.242 59280
3617 646.414 59214
3618 646.585 59002
3619 646.757 58813
3620 646.929 59011
3621 647.101 58773
3622 647.273 58886
3623 647.445 58802
3624 647.617 58985
3625 647.788 58830
3626 647.96 59243
3627 648.132 59408
3628 648.304 58439
3629 648.476 58962
3630 648.648 58418
3631 648.82 58661
3632 648.991 58830
3633 649.163 58983
3634 649.335 59490
3635 649.507 59306
3636 649.679 59284
3637 649.851 58832
3638 650.023 59306
3639 650.195 59381
3640 650.366 59469
3641 650.538 58900
3642 650.71 59528
3643 650.882 59535
3644 651.054 59341
3645 651.226 59104
3646 651.398 59402
3647 651.569 59546
3648 651.741 59750
3649 651.913 59981
3650 652.085 60227
3651 652.257 60769
3652 652.429 61784
3653 652.601 62097
3654 652.772 63736
3655 652.944 64204
3656 653.116 64915
3657 653.288 65731
3658 653.46 66454
3659 653.632 67231
3660 653.804 66954
3661 653.975 67246
3662 654.147 66910
3663 654.319 66676
3664 654.491 65713
3665 654.663 65122
3666 654.835 65012
3667 655.007 63853
3668 655.179 64042
3669 655.35 63501
3670 655.522 63428
3671 655.694 64420
3672 655.866 65045
3673 656.038 66371
3674 656.21 67435
3675 656.382 69718
3676 656.553 71480
3677 656.725 73859
3678 656.897 76428
3679 657.069 78443
3680 657.241 79864
3681 657.413 81631
3682 657.585 81404
3683 657.756 82118
3684 657.928 81098
3685 658.1 79667
3686 658.272 77515
3687 658.444 75401
3688 658.616 73385
3689 658.788 71345
3690 658.96 67960
3691 659.131 66135
3692 659.303 64404
3693 659.475 62658
3694 659.647 61519
3695 659.819 60108
3696 659.991 59180
3697 660.163 58836
3698 660.334 58290
3699 660.506 57482
3700 660.678 57570
3701 660.85 57205
3702 661.022 57464
3703 661.194 56800
3704 661.366 57239
3705 661.537 57064
3706 661.709 57281
3707 661.881 57170
3708 662.053 57372
3709 662.225 57076
3710 662.397 57261
3711 662.569 57669
3712 662.74 57498
3713 662.912 57676
3714 663.084 57345
3715 663.256 57713
3716 663.428 58154
3717 663.6 58027
3718 663.772 58630
3719 663.944 58607
3720 664.115 58952
3721 664.287 59811
3722 664.459 60403
3723 664.631 61047
3724 664.803 62111
3725 664.975 63108
3726 665.147 65508
3727 665.318 67145
3728 665.49 70298
3729 665.662 73156
3730 665.834 77186
3731 666.006 80978
3732 666.178 85870
3733 666.35 90782
3734 666.521 95695
3735 666.693 100073
3736 666.865 104984
3737 667.037 107647
3738 667.209 109489
3739 667.381 109750
3740 667.553 108868
3741 667.725 105989
3742 667.896 103717
3743 668.068 98839
3744 668.24 93791
3745 668.412 88810
3746 668.584 83667
3747 668.756 79217
3748 668.928 75225
3749 669.099 70590
3750 669.271 67476
3751 669.443 64916
3752 669.615 62960
3753 669.787 61428
3754 669.959 59854
3755 670.131 58976
3756 670.302 58710
3757 670.474 58370
3758 670.646 57978
3759 670.818 57854
3760 670.99 57622
3761 671.162 57461
3762 671.334 57588
3763 671.505 57142
3764 671.677 57791
3765 671.849 57500
3766 672.021 57019
3767 672.193 57183
3768 672.365 57005
3769 672.537 57211
3770 672.709 57069
3771 672.88 56671
3772 673.052 57182
3773 673.224 57062
3774 673.396 57216
3775 673.568 56792
3776 673.74 56868
3777 673.912 56620
3778 674.083 57159
3779 674.255 57119
3780 674.427 57419
3781 674.599 56852
3782 674.771 57069
3783 674.943 56901
3784 675.115 57062
3785 675.286 56734
3786 675.458 56876
3787 675.63 56816
3788 675.802 57109
3789 675.974 56967
3790 676.146 57078
3791 676.318 56603
3792 676.49 56985
3793 676.661 57000
3794 676.833 56543
3795 677.005 56901
3796 677.177 56950
3797 677.349 56936
3798 677.521 57226
3799 677.693 57086
3800 677.864 57227
3801 678.036 57190
3802 678.208 57003
3803 678.38 56843
3804 678.552 57230
3805 678.724 57282
3806 678.896 56886
3807 679.067 56923
3808 679.239 57219
3809 679.411 57395
3810 679.583 57340
3811 679.755 57827
3812 679.927 57426
3813 680.099 57057
3814 680.271 57694
3815 680.442 57747
3816 680.614 57247
3817 680.786 57412
3818 680.958 57049
3819 681.13 57275
3820 681.302 57762
3821 681.474 57573
3822 681.645 57503
3823 681.817 57180
3824 681.989 57564
3825 682.161 57269
3826 682.333 57586
3827 682.505 57420
3828 682.677 57227
3829 682.848 57429
3830 683.02 57328
3831 683.192 57524
3832 683.364 57259
3833 683.536 57155
3834 683.708 56955
3835 683.88 57823
3836 684.052 57584
3837 684.223 57222
3838 684.395 56867
3839 684.567 57370
3840 684.739 57384
3841 684.911 57482
3842 685.083 57357
3843 685.255 58103
3844 685.426 57111
3845 685.598 57438
3846 685.77 57655
3847 685.942 57378
3848 686.114 57576
3849 686.286 57199
3850 686.458 57823
3851 686.629 57435
3852 686.801 57682
3853 686.973 57590
3854 687.145 57899
3855 687.317 57774
3856 687.489 57704
3857 687.661 57910
3858 687.832 57922
3859 688.004 58764
3860 688.176 58672
3861 688.348 59180
3862 688.52 59712
3863 688.692 60185
3864 688.864 61196
3865 689.036 61075
3866 689.207 62090
3867 689.379 63219
3868 689.551 63201
3869 689.723 63719
3870 689.895 64414
3871 690.067 64776
3872 690.239 65156
3873 690.41 64763
3874 690.582 65001
3875 690.754 64513
3876 690.926 64768
3877 691.098 63806
3878 691.27 63198
3879 691.442 62571
3880 691.613 62047
3881 691.785 61739
3882 691.957 60886
3883 692.129 60175
3884 692.301 59593
3885 692.473 59807
3886 692.645 58695
3887 692.816 59055
3888 692.988 58717
3889 693.16 58433
3890 693.332 58026
3891 693.504 58383
3892 693.676 58524
3893 693.848 58500
3894 694.02 58254
3895 694.191 58722
3896 694.363 58329
3897 694.535 59385
3898 694.707 60108
3899 694.879 59788
3900 695.051 60889
3901 695.223 61870
3902 695.394 62600
3903 695.566 64294
3904 695.738 66128
3905 695.91 67421
3906 696.082 69094
3907 696.254 70419
3908 696.426 72283
3909 696.597 73139
3910 696.769 73772
3911 696.941 74365
3912 697.113 74770
3913 697.285 74506
3914 697.457 74038
3915 697.629 72813
3916 697.801 71579
3917 697.972 70305
3918 698.144 68029
3919 698.316 66660
3920 698.488 65714
3921 698.66 64079
3922 698.832 63458
3923 699.004 62172
3924 699.175 61721
3925 699.347 61313
3926 699.519 61040
3927 699.691 61093
3928 699.863 60552
3929 700.035 61633
3930 700.207 61556
3931 700.378 61891
3932 700.55 61713
3933 700.722 61843
3934 700.894 62216
3935 701.066 61731
3936 701.238 62202
3937 701.41 62025
3938 701.581 61164
3939 701.753 61189
3940 701.925 60436
3941 702.097 60608
3942 702.269 59875
3943 702.441 59779
3944 702.613 59187
3945 702.785 59210
3946 702.956 59478
3947 703.128 58902
3948 703.3 58972
3949 703.472 59005
3950 703.644 58704
3951 703.816 59321
3952 703.988 58907
3953 704.159 58604
3954 704.331 58930
3955 704.503 59584
3956 704.675 58721
3957 704.847 58987
3958 705.019 59210
3959 705.191 59303
3960 705.362 59017
3961 705.534 58872
3962 705.706 59127
3963 705.878 58943
3964 706.05 59293
3965 706.222 58862
3966 706.394 59168
3967 706.566 59141
3968 706.737 58977
3969 706.909 59462
3970 707.081 58670
3971 707.253 58524
3972 707.425 58875
3973 707.597 58694
3974 707.769 58937
3975 707.94 59163
3976 708.112 58748
3977 708.284 58700
3978 708.456 59175
3979 708.628 58792
3980 708.8 59023
3981 708.972 58917
3982 709.143 59415
3983 709.315 59797
3984 709.487 59237
3985 709.659 59423
3986 709.831 59256
3987 710.003 59190
3988 710.175 59798
3989 710.346 59435
3990 710.518 59555
3991 710.69 59457
3992 710.862 59209
3993 711.034 59345
3994 711.206 59542
3995 711.378 59263
3996 711.55 59652
3997 711.721 59871
3998 711.893 59812
3999 712.065 59480
4000 712.237 59507
4001 712.409 59321
4002 712.581 59440
4003 712.753 58954
4004 712.924 59710
4005 713.096 59625
4006 713.268 59187
4007 713.44 59294
4008 713.612 59603
4009 713.784 59550
4010 713.956 59644
4011 714.128 59406
4012 714.299 59616
4013 714.471 59414
4014 714.643 59564
4015 714.815 59054
4016 714.987 59360
4017 715.159 59318
4018 715.331 59993
4019 715.502 59438
4020 715.674 59552
4021 715.846 59598
4022 716.018 59776
4023 716.19 59968
4024 716.362 59624
4025 716.534 59867
4026 716.705 59605
4027 716.877 59921
4028 717.049 59861
4029 717.221 59599
4030 717.393 60207
4031 717.565 59604
4032 717.737 59746
4033 717.908 59488
4034 718.08 59887
4035 718.252 59547
4036 718.424 59711
4037 718.596 59602
4038 718.768 60075
4039 718.94 60334
4040 719.112 60260
4041 719.283 60395
4042 719.455 60074
4043 719.627 60221
4044 719.799 60543
4045 719.971 59895
4046 720.143 60226
4047 720.315 60264
4048 720.486 60218
4049 720.658 59938
4050 720.83 59789
4051 721.002 60373
4052 721.174 60539
4053 721.346 59976
4054 721.518 60558
4055 721.689 60570
4056 721.861 60243
4057 722.033 60200
4058 722.205 60553
4059 722.377 60674
4060 722.549 60612
4061 722.721 61139
4062 722.893 60195
4063 723.064 60724
4064 723.236 60833
4065 723.408 60869
4066 723.58 60367
4067 723.752 60838
4068 723.924 60953
4069 724.096 60146
4070 724.267 60590
4071 724.439 60240
4072 724.611 61235
4073 724.783 60307
4074 724.955 60764
4075 725.127 60525
4076 725.299 60572
4077 725.47 60909
4078 725.642 60583
4079 725.814 60846
4080 725.986 60817
4081 726.158 60944
4082 726.33 60474
4083 726.502 60978
4084 726.673 60567
4085 726.845 60829
4086 727.017 60826
4087 727.189 60691
4088 727.361 60433
4089 727.533 60683
4090 727.705 61168
4091 727.877 61040
4092 728.048 61070
4093 728.22 61119
4094 728.392 61533
4095 728.564 61789
4096 728.736 61402
4097 728.908 61776
4098 729.08 61668
4099 729.251 62062
4100 729.423 62890
4101 729.595 62700
4102 729.767 63484
4103 729.939 63342
4104 730.111 64349
4105 730.283 65310
4106 730.454 65864
4107 730.626 66736
4108 730.798 67226
4109 730.97 68173
4110 731.142 68831
4111 731.314 69768
4112 731.486 70413
4113 731.657 70582
4114 731.829 70298
4115 732.001 70665
4116 732.173 70195
4117 732.345 69220
4118 732.517 68372
4119 732.689 67702
4120 732.861 66952
4121 733.032 65662
4122 733.204 65019
4123 733.376 64733
4124 733.548 63801
4125 733.72 62809
4126 733.892 62593
4127 734.064 62137
4128 734.235 61467
4129 734.407 61201
4130 734.579 61341
4131 734.751 60768
4132 734.923 60663
4133 735.095 60236
4134 735.267 60702
4135 735.438 60454
4136 735.61 60265
4137 735.782 59827
4138 735.954 59798
4139 736.126 59439
4140 736.298 59578
4141 736.47 59307
4142 736.642 59278
4143 736.813 59251
4144 736.985 59058
4145 737.157 58491
4146 737.329 58159
4147 737.501 58276
4148 737.673 57777
4149 737.845 58041
4150 738.016 57796
4151 738.188 57612
4152 738.36 58218
4153 738.532 57827
4154 738.704 57273
4155 738.876 58055
4156 739.048 58393
4157 739.219 58614
4158 739.391 59036
4159 739.563 59827
4160 739.735 60428
4161 739.907 61162
4162 740.079 62175
4163 740.251 63181
4164 740.422 63383
4165 740.594 64425
4166 740.766 64766
4167 740.938 64964
4168 741.11 64761
4169 741.282 64817
4170 741.454 64664
4171 741.626 63790
4172 741.797 63120
4173 741.969 62035
4174 742.141 61144
4175 742.313 60079
4176 742.485 59461
4177 742.657 58702
4178 742.829 57742
4179 743 57134
4180 743.172 57007
4181 743.344 56333
4182 743.516 56491
4183 743.688 56595
4184 743.86 56562
4185 744.032 57254
4186 744.203 57137
4187 744.375 57432
4188 744.547 57895
4189 744.719 57941
4190 744.891 57830
4191 745.063 58472
4192 745.235 57976
4193 745.406 57693
4194 745.578 57680
4195 745.75 56968
4196 745.922 56330
4197 746.094 56307
4198 746.266 55551
4199 746.438 54608
4200 746.61 54505
4201 746.781 54079
4202 746.953 53904
4203 747.125 53664
4204 747.297 53493
4205 747.469 52696
4206 747.641 53379
4207 747.813 52926
4208 747.984 53311
4209 748.156 52770
4210 748.328 52639
4211 748.5 52884
4212 748.672 52946
4213 748.844 52860
4214 749.016 52273
4215 749.188 52685
4216 749.359 52519
4217 749.531 53064
4218 749.703 52639
4219 749.875 52957
4220 750.047 52950
4221 750.219 53197
4222 750.391 53799
4223 750.562 53866
4224 750.734 55249
4225 750.906 56088
4226 751.078 58045
4227 751.25 60790
4228 751.422 64111
4229 751.594 69831
4230 751.765 76717
4231 751.937 87478
4232 752.109 100075
4233 752.281 118298
4234 752.453 139813
4235 752.625 167233
4236 752.797 201794
4237 752.969 242952
4238 753.14 290085
4239 753.312 342369
4240 753.484 400589
4241 753.656 459825
4242 753.828 518289
4243 754 573060
4244 754.172 619886
4245 754.343 657384
4246 754.515 680852
4247 754.687 689569
4248 754.859 679370
4249 755.031 659993
4250 755.203 621807
4251 755.375 573134
4252 755.546 518275
4253 755.718 458103
4254 755.89 397390
4255 756.062 339155
4256 756.234 285565
4257 756.406 238431
4258 756.578 197188
4259 756.749 163566
4260 756.921 136106
4261 757.093 114698
4262 757.265 97656
4263 757.437 85639
4264 757.609 76557
4265 757.781 69217
4266 757.953 64847
4267 758.124 61636
4268 758.296 58923
4269 758.468 57472
4270 758.64 56196
4271 758.812 55078
4272 758.984 54089
4273 759.156 53905
4274 759.327 53456
4275 759.499 52747
4276 759.671 52711
4277 759.843 52522
4278 760.015 52533
4279 760.187 52213
4280 760.359 52311
4281 760.53 52180
4282 760.702 51755
4283 760.874 51539
4284 761.046 51702
4285 761.218 51536
4286 761.39 51884
4287 761.562 51094
4288 761.734 51582
4289 761.905 51148
4290 762.077 51391
4291 762.249 51569
4292 762.421 51316
4293 762.593 51366
4294 762.765 51519
4295 762.937 51347
4296 763.108 51720
4297 763.28 51653
4298 763.452 51286
4299 763.624 51073
4300 763.796 51288
4301 763.968 50729
4302 764.14 51176
4303 764.311 50930
4304 764.483 50974
4305 764.655 51328
4306 764.827 50830
4307 764.999 51203
4308 765.171 50741
4309 765.343 50998
4310 765.514 50828
4311 765.686 50757
4312 765.858 50915
4313 766.03 51069
4314 766.202 51030
4315 766.374 51012
4316 766.546 50501
4317 766.718 50792
4318 766.889 51096
4319 767.061 50428
4320 767.233 50798
4321 767.405 50722
4322 767.577 50841
4323 767.749 51300
4324 767.921 51090
4325 768.092 51042
4326 768.264 51143
4327 768.436 50920
4328 768.608 51204
4329 768.78 51531
4330 768.952 51412
4331 769.124 51631
4332 769.295 51824
4333 769.467 51700
4334 769.639 51837
4335 769.811 51599
4336 769.983 51656
4337 770.155 51934
4338 770.327 51994
4339 770.498 51714
4340 770.67 51778
4341 770.842 51594
4342 771.014 51564
4343 771.186 51765
4344 771.358 51332
4345 771.53 50985
4346 771.702 50998
4347 771.873 50963
4348 772.045 51080
4349 772.217 51152
4350 772.389 50529
4351 772.561 50744
4352 772.733 50437
4353 772.905 50370
4354 773.076 50381
4355 773.248 49998
4356 773.42 50511
4357 773.592 49847
4358 773.764 50421
4359 773.936 50005
4360 774.108 50249
4361 774.279 50329
4362 774.451 50104
4363 774.623 50412
4364 774.795 50119
4365 774.967 50060
4366 775.139 50519
4367 775.311 50154
4368 775.483 50372
4369 775.654 50304
4370 775.826 50224
4371 775.998 50071
4372 776.17 50239
4373 776.342 50669
4374 776.514 49754
4375 776.686 50282
4376 776.857 50112
4377 777.029 49643
4378 777.201 49933
4379 777.373 49504
4380 777.545 50075
4381 777.717 50125
4382 777.889 49922
4383 778.06 49951
4384 778.232 50106
4385 778.404 50052
4386 778.576 50527
4387 778.748 50252
4388 778.92 50107
4389 779.092 50243
4390 779.263 49788
4391 779.435 50578
4392 779.607 49957
4393 779.779 50340
4394 779.951 50628
4395 780.123 50605
4396 780.295 50737
4397 780.467 50376
4398 780.638 50750
4399 780.81 51225
4400 780.982 50883
4401 781.154 50570
4402 781.326 50377
4403 781.498 50188
4404 781.67 50823
4405 781.841 50356
4406 782.013 50568
4407 782.185 50672
4408 782.357 51287
4409 782.529 51243
4410 782.701 51991
4411 782.873 52405
4412 783.044 53193
4413 783.216 54632
4414 783.388 55659
4415 783.56 57081
4416 783.732 58190
4417 783.904 60147
4418 784.076 62291
4419 784.247 63646
4420 784.419 65130
4421 784.591 66598
4422 784.763 67541
4423 784.935 68858
4424 785.107 68696
4425 785.279 68586
4426 785.451 68315
4427 785.622 66702
4428 785.794 65593
4429 785.966 63816
4430 786.138 61771
4431 786.31 60378
4432 786.482 58964
4433 786.654 57355
4434 786.825 55558
4435 786.997 54215
4436 787.169 53959
4437 787.341 52788
4438 787.513 51987
4439 787.685 51591
4440 787.857 51042
4441 788.029 50384
4442 788.2 50116
4443 788.372 50239
4444 788.544 50350
4445 788.716 49857
4446 788.888 49900
4447 789.06 49838
4448 789.232 49871
4449 789.403 50186
4450 789.575 49326
4451 789.747 50238
4452 789.919 49628
4453 790.091 49662
4454 790.263 49657
4455 790.435 49910
4456 790.606 49691
4457 790.778 49315
4458 790.95 49790
4459 791.122 49921
4460 791.294 49655
4461 791.466 49608
4462 791.638 50169
4463 791.81 49428
4464 791.981 49829
4465 792.153 49476
4466 792.325 49428
4467 792.497 50096
4468 792.669 49632
4469 792.841 50129
4470 793.013 49467
4471 793.184 49730
4472 793.356 49627
4473 793.528 49420
4474 793.7 49756
4475 793.872 49622
4476 794.044 49757
4477 794.216 49503
4478 794.387 49398
4479 794.559 49537
4480 794.731 49379
4481 794.903 49781
4482 795.075 49286
4483 795.247 49951
4484 795.419 49413
4485 795.59 49314
4486 795.762 49392
4487 795.934 49503
4488 796.106 49202
4489 796.278 49236
4490 796.45 49469
4491 796.622 50078
4492 796.794 49497
4493 796.965 49518
4494 797.137 49419
4495 797.309 49768
4496 797.481 49812
4497 797.653 49918
4498 797.825 49739
4499 797.997 49537
4500 798.168 49856
4501 798.34 49613
4502 798.512 49262
4503 798.684 49536
4504 798.856 49674
4505 799.028 49183
4506 799.2 49830
4507 799.371 49545
4508 799.543 49523
4509 799.715 50058
4510 799.887 49483
4511 800.059 49342
4512 800.231 49595
4513 800.403 49376
4514 800.575 49824
4515 800.746 49967
4516 800.918 49555
4517 801.09 49762
4518 801.262 49679
4519 801.434 49524
4520 801.606 49321
4521 801.778 49522
4522 801.949 49196
4523 802.121 49621
4524 802.293 49702
4525 802.465 49639
4526 802.637 49937
4527 802.809 49486
4528 802.981 49632
4529 803.152 49931
4530 803.324 49901
4531 803.496 49666
4532 803.668 49753
4533 803.84 49448
4534 804.012 49151
4535 804.184 49380
4536 804.355 49861
4537 804.527 49534
4538 804.699 49747
4539 804.871 49840
4540 805.043 49485
4541 805.215 49463
4542 805.387 49606
4543 805.559 49563
